Merlot,2006,3,5,4,4,3,5,0.0,181.0,8747.0,15.0,36.0
Merlot,2006,4,3,5,5,3,5,552.0,112.0,2656.0,18.0,18.0
Merlot,2006,5,3,5,5,2,5,0.0,110.0,0.0,19.0,0.0
Merlot,2006,#,#,#,4,4,4,125675.0,1823.0,556943.0,16.0,212.0
Merlot,2006,4,4,4,5,3,5,0.0,181.0,8747.0,15.0,36.0
Merlot,2006,5,3,5,5,3,5,552.0,112.0,2656.0,18.0,18.0
Merlot,2006,5,3,5,6,3,5,0.0,110.0,0.0,19.0,0.0
Merlot,2006,6,3,5,6,2,5,98.0,100.0,16213.0,13.0,107.0
Merlot,2006,#,#,#,4,4,4,125675.0,1823.0,556943.0,16.0,212.0
Merlot,2006,4,4,4,5,2,5,0.0,181.0,8747.0,15.0,36.0
Merlot,2006,5,2,5,6,2,5,552.0,112.0,2656.0,18.0,18.0
Merlot,2006,6,2,5,7,1,5,0.0,110.0,0.0,19.0,0.0
Merlot,2007,#,#,#,5,2,5,100796.0,1999.0,562764.0,17.0,201.0
Merlot,2007,5,2,5,6,2,5,0.0,111.0,3207.0,14.0,21.0
Merlot,2007,6,2,5,6,2,5,0.0,110.0,582.0,14.0,5.0
Merlot,2007,6,2,5,6,1,6,570.0,80.0,1537.0,17.0,13.0
Merlot,2007,#,#,#,5,2,5,100796.0,1999.0,562764.0,17.0,201.0
Merlot,2007,5,2,5,5,2,6,0.0,111.0,3207.0,14.0,21.0
Merlot,2007,5,2,6,6,1,6,0.0,110.0,582.0,14.0,5.0
Merlot,2007,#,#,#,5,2,5,100796.0,1999.0,562764.0,17.0,201.0
Merlot,2007,5,2,5,6,2,5,0.0,111.0,3207.0,14.0,21.0
Merlot,2007,6,2,5,6,2,5,0.0,110.0,582.0,14.0,5.0
Merlot,2007,6,2,5,6,1,5,570.0,80.0,1537.0,17.0,13.0
Merlot,2007,#,#,#,4,2,5,100796.0,1999.0,562764.0,17.0,201.0
Merlot,2007,4,2,5,5,2,5,0.0,111.0,3207.0,14.0,21.0
Merlot,2007,5,2,5,5,2,5,0.0,110.0,582.0,14.0,5.0
Merlot,2007,5,2,5,5,1,5,570.0,80.0,1537.0,17.0,13.0
Merlot,2007,#,#,#,5,2,5,100796.0,1999.0,562764.0,17.0,201.0
Merlot,2007,5,2,5,6,1,6,0.0,111.0,3207.0,14.0,21.0
