Data	T min (°c)	T media (°c)	T max (°c)	Pioggia (mm)	Punto rugiada (°c) 	Umidità (%) 	Vento media (km/h)	Ventomax (km/h) 	Raffica (km/h)	Pressione slm (mb)	Pressione media (mb) 
21/04/2011	5	13	21	0	4	50	4	6	0	1020	0
22/04/2011	5	14	22	0	4	47	5	7	0	1016	0
23/04/2011	12	15	19	0	8	56	5	6	0	1016	0
24/04/2011	11	15	18	10	10	70	5	5	0	1017	0
25/04/2011	8	15	21	0	8	58	10	12	0	1013	0
26/04/2011	12	15	18	0	5	40	8	12	0	1010	0
28/04/2011	6	11	15	0	6	66	5	5	0	1010	0
03/05/2011	11	16	21	0	10	60	5	7	0	1003	0
04/05/2011	9	14	19	10	8	63	7	13	0	1010	0
05/05/2011	8	14	20	0	1	30	6	12	0	1020	0
06/05/2011	3	14	23	0	4	34	5	6	0	1024	0
07/05/2011	6	15	24	0	5	50	5	8	0	1023	0
08/05/2011	7	16	25	0	7	50	8	10	0	1019	0
09/05/2011	12	15	19	0	2	28	12	17	0	1023	0
10/05/2011	12	18	23	0	4	29	8	12	0	1025	0
11/05/2011	6	17	26	0	4	40	6	7	0	1022	0
13/05/2011	10	18	26	0	9	49	6	9	0	1018	0
14/05/2011	10	18	26	0	7	47	7	10	0	1017	0
15/05/2011	10	13	18	10	9	69	8	10	0	1014	0
16/05/2011	10	15	20	0	2	29	9	13	0	1019	0
17/05/2011	7	15	21	0	3	37	11	12	0	1021	0
18/05/2011	6	16	23	0	5	47	8	12	0	1018	0
19/05/2011	9	18	25	0	8	53	5	6	0	1018	0
21/05/2011	9	19	27	0	8	49	4	6	0	1018	0
22/05/2011	11	20	28	0	8	46	10	12	0	1017	0
23/05/2011	12	21	28	0	10	44	8	9	0	1019	0
24/05/2011	15	22	28	0	11	44	5	7	0	1019	0
25/05/2011	13	21	28	0	11	47	12	14	0	1019	0
26/05/2011	14	23	30	0	11	42	4	6	0	1016	0
27/05/2011	14	22	29	0	13	51	10	15	0	1013	0
28/05/2011	18	21	26	0	9	40	6	8	0	1011	0
29/05/2011	10	19	25	0	7	39	5	7	0	1016	0
30/05/2011	10	20	28	0	8	40	5	6	0	1017	0
31/05/2011	12	19	26	0	10	49	8	12	0	1015	0
01/06/2011	15	20	25	10	13	59	5	7	0	1014	0
02/06/2011	13	21	26	0	11	49	8	10	0	1017	0
03/06/2011	17	22	27	0	12	47	7	9	0	1018	0
05/06/2011	13	18	25	10	13	74	10	18	0	1012	0
06/06/2011	15	21	27	10	15	64	6	9	0	1009	0
07/06/2011	18	20	22	10	17	78	4	6	0	1006	0
08/06/2011	16	19	24	10	14	70	5	9	0	1008	0
09/06/2011	15	18	23	10	11	61	11	15	0	1012	0
10/06/2011	12	18	24	0	10	55	12	15	0	1014	0
12/06/2011	14	20	26	0	12	60	4	6	0	1015	0
13/06/2011	15	20	24	0	13	58	7	8	0	1015	0
14/06/2011	14	20	24	10	13	62	5	7	0	1016	0
15/06/2011	13	21	28	0	11	50	5	8	0	1017	0
16/06/2011	13	21	29	0	13	57	12	15	0	1017	0
17/06/2011	14	21	28	0	12	55	6	10	0	1017	0
18/06/2011	17	23	29	0	11	43	10	17	0	1013	0
20/06/2011	12	22	30	0	11	49	6	8	0	1016	0
22/06/2011	15	24	33	0	12	45	7	8	0	1018	0
23/06/2011	16	24	32	0	12	46	9	12	0	1016	0
24/06/2011	17	24	30	0	12	45	7	9	0	1015	0
25/06/2011	14	22	27	0	9	39	10	14	0	1019	0
29/06/2011	19	25	32	10	18	64	8	10	0	1011	0
02/07/2011	16	19	22	10	11	56	6	9	0	1011	0
03/07/2011	11	20	28	0	8	44	7	9	0	1011	0
04/07/2011	15	21	28	0	13	57	10	18	0	1014	0
05/07/2011	19	21	25	10	16	70	10	10	0	1012	0
07/07/2011	15	24	32	0	12	43	7	9	0	1013	0
09/07/2011	16	26	33	0	13	40	8	9	0	1016	0
10/07/2011	16	26	34	0	13	43	6	7	0	1015	0
11/07/2011	19	28	36	0	13	41	4	6	0	1014	0
12/07/2011	21	29	36	0	15	41	4	6	0	1013	0
13/07/2011	22	29	37	0	13	38	13	21	0	1010	0
14/07/2011	22	27	32	0	15	39	8	13	0	1010	0
21/07/2011	14	20	26	0	11	52	6	13	0	1008	0
23/07/2011	18	22	27	0	11	45	19	28	0	1008	0
25/07/2011	12	18	24	0	10	57	10	11	0	1008	0
28/07/2011	16	20	25	10	13	61	9	13	0	1014	0
29/07/2011	15	21	28	0	12	55	7	11	0	1013	0
03/08/2011	16	23	30	0	12	45	12	13	0	1018	0
04/08/2011	16	24	30	0	12	44	5	6	0	1014	0
06/08/2011	18	25	32	0	15	53	14	19	0	1011	0
07/08/2011	20	25	30	0	16	52	13	19	0	1011	0
10/08/2011	17	22	28	0	8	32	14	17	0	1018	0
15/08/2011	18	24	29	0	14	49	14	19	0	1012	0
17/08/2011	18	27	34	0	12	39	10	17	0	1015	0
20/08/2011	17	27	37	0	12	37	7	9	0	1018	0
27/08/2011	16	22	28	0	11	44	11	20	0	1012	0
28/08/2011	10	21	31	0	8	43	5	6	0	1015	0
04/09/2011	21	25	31	10	19	64	13	20	0	1013	0
08/09/2011	13	22	30	0	13	55	10	13	0	1012	0
12/09/2011	17	24	31	0	14	51	5	6	0	1015	0
18/09/2011	13	20	27	10	15	69	13	19	0	1010	0
22/09/2011	12	19	27	0	12	60	8	9	0	1016	0
25/09/2011	14	20	27	10	15	71	9	9	0	1018	0
26/09/2011	12	19	26	0	12	63	15	17	0	1022	0
01/10/2011	9	19	29	0	10	56	6	6	0	1024	0
05/10/2011	10	19	28	0	9	54	7	9	0	1021	0
06/10/2011	10	18	25	0	10	58	9	11	0	1019	0
08/10/2011	5	12	19	0	4	47	15	15	0	1012	0
12/10/2011	7	16	25	0	9	64	7	11	0	1018	0
14/10/2011	12	15	18	0	5	35	21	32	0	1021	0
15/10/2011	10	12	15	0	2	33	16	22	0	1025	0
16/10/2011	8	11	16	0	2	36	24	39	0	1025	0
20/10/2011	10	12	17	10	10	85	9	17	0	1016	0
30/05/2014	10	18.2	26.2	0	11.5	65	5	14	0	1015	986
31/05/2014	15.4	20.1	27	0	11.6	58	17	29	0	1015	986
02/06/2014	10.8	21.2	30.2	0	8.6	44	9	18	0	1022	993
03/06/2014	12	22.6	32.4	0	10.2	45	2	7	0	1019	990
04/06/2014	13.6	23.6	32.6	0	14.6	57	9	29	0	1018	990
05/06/2014	13.6	22.8	31.2	0	11.9	50	6	18	0	1018	989
06/06/2014	15.4	20.9	29.4	0	13.1	61	9	22	0	1015	986
07/06/2014	15.6	20.3	25.6	11.4	15.7	75	4	18	0	1014	985
08/06/2014	16.6	23.7	30.4	0	13.3	52	11	18	0	1017	989
09/06/2014	13.2	23.4	32.2	0	13.8	55	11	43	0	1018	989
10/06/2014	13	21.8	31.2	0	14.2	62	4	18	0	1016	987
11/06/2014	17.2	19.9	23.4	1	16.1	79	0	0	0	1014	985
12/06/2014	16	19.1	23.8	24.1	17.4	90	8	18	0	1018	989
13/06/2014	14.8	20.3	27.4	3.1	16	76	4	14	0	1023	994
15/06/2014	14	19.2	27.8	0.8	14.9	76	0	0	0	1019	990
16/06/2014	13.8	21.5	29.4	0	13.9	62	3	5	0	1016	987
17/06/2014	15.2	21.3	27.6	0	10.1	49	7	15	0	1020	991
18/06/2014	9.4	18.7	25.6	0	7.5	48	7	17	0	1027	998
21/06/2014	12.6	22.6	31.4	0	12.6	53	1	5	0	1020	991
22/06/2014	12	22.7	31.2	0	11.2	48	6	13	0	1020	991
23/06/2014	14.6	22.8	29.8	0	15.2	62	2	5	0	1018	989
24/06/2014	18	23.8	29.4	0	17.6	68	4	11	0	1014	985
26/06/2014	13.2	21.9	28.8	0	11.9	53	2	8	0	1015	986
27/06/2014	12.6	22.1	30.8	0	12.5	54	0	0	0	1017	988
28/06/2014	14	20.3	25.8	0	15.1	72	2	4	0	1015	986
29/06/2014	14.8	21.7	27.8	3.1	15.2	67	7	15	0	1012	984
30/06/2014	11.4	22.4	32.2	0	12.4	53	1	5	0	1014	985
01/07/2014	15	23.5	31	0	16.2	64	4	11	0	1015	986
02/07/2014	17.8	26	35.2	0	16.3	55	5	9	0	1017	989
03/07/2014	15.6	26.4	36.8	0	12.4	42	8	17	0	1014	986
05/07/2014	16.8	24.6	32.8	0	14.1	52	5	15	0	1014	986
06/07/2014	10.4	22.2	34.6	0	9.5	44	2	8	0	1018	989
07/07/2014	14	25.1	35.8	0	12.7	46	4	8	0	1014	986
08/07/2014	17.4	23.6	31.6	0	12.7	50	7	18	0	1007	979
09/07/2014	16.8	22.6	30	0	12.3	52	4	11	0	1009	980
11/07/2014	17	21.4	25.4	19.8	11.8	54	9	13	0	1002	974
13/07/2014	8.6	17.3	25.2	0	10.5	64	1	5	0	1014	985
15/07/2014	13	18.4	25.2	29	13.1	71	3	8	0	1003	974
17/07/2014	8.8	17.9	27.2	0	9.1	56	6	15	0	1016	987
18/07/2014	9.8	20.4	28	0	9.2	49	0	0	0	1016	987
19/07/2014	12.2	20.9	29.4	0	9.8	49	2	9	0	1014	985
22/07/2014	11.6	22.1	31	0	12.2	53	1	2	0	1017	988
23/07/2014	12.6	22.1	31.2	0	11.6	51	2	5	0	1018	989
24/07/2014	15	21.1	28.4	0.8	12	56	6	15	0	1014	986
25/07/2014	18.2	24.1	32	0	14.7	56	5	11	0	1011	983
27/07/2014	15.2	24.3	32.4	0	15.7	59	2	8	0	1015	986
28/07/2014	13.8	22.8	31.4	0	13.7	56	3	13	0	1012	984
29/07/2014	13.8	22.7	31.8	0	10.6	46	2	8	0	1012	983
30/07/2014	12.4	21.3	30.4	0	10.8	51	1	5	0	0	987
31/07/2014	11.8	21.4	29.8	0	9.8	48	3	8	0	1021	992
02/08/2014	12.6	23.1	33.8	0	12.6	52	1	4	0	1021	992
03/08/2014	14.6	23.5	33.6	0	12.3	49	5	11	0	1019	990
04/08/2014	14.6	21.2	28	0.8	14.3	65	0	0	0	1017	988
05/08/2014	16.8	20.3	26.6	3.1	14.7	70	4	11	0	1014	986
06/08/2014	11.2	16.8	26.2	1.3	12.8	77	0	0	0	1016	987
07/08/2014	11.6	19.3	28.4	0	10.2	56	4	11	0	1017	988
08/08/2014	11.2	21.2	31	0	10.7	51	1	4	0	1018	990
09/08/2014	13.8	21.4	30.8	0	12.8	58	2	4	0	1018	990
11/08/2014	13.4	23.2	34	0	13.3	54	0	0	0	1015	987
13/08/2014	16.2	23.7	33.6	1	14.7	57	3	9	0	1016	988
14/08/2014	16.6	23.7	33	0	15.3	59	1	4	0	1018	990
15/08/2014	13.8	24.7	35.4	0	12.7	47	5	11	0	1018	989
16/08/2014	14.2	24.9	35.4	0	11.3	43	3	8	0	1016	988
18/08/2014	15.8	25.7	36.2	0	14.2	49	1	4	0	1016	988
19/08/2014	16.2	26.8	37.6	0	13.9	45	0	0	0	1017	989
20/08/2014	14.4	25.2	36	0	11.9	43	3	8	0	1017	989
21/08/2014	13.6	26	37.4	0	12.2	42	3	8	0	1015	987
22/08/2014	16.4	26.9	37.2	0	13.6	44	2	9	0	1014	986
24/08/2014	19	26.5	37.2	0	16.2	53	3	9	0	1018	990
25/08/2014	15.2	26.3	37.2	0	14	47	2	4	0	1015	987
26/08/2014	13.8	26.1	37	0	11	39	3	11	0	1012	984
27/08/2014	16.2	24.7	33.4	0	13.9	51	2	8	0	1011	983
28/08/2014	15.6	23	30.6	0	14.4	58	5	11	0	1015	986
30/08/2014	11.6	22.1	32.4	0	8.7	42	7	15	0	1016	987
03/09/2014	10.2	18.4	26.2	0	11.5	64	3	11	0	1009	980
04/09/2014	10.6	15.7	25.6	1	11.6	77	6	11	0	1011	982
05/09/2014	9.8	17.2	24.6	0	7.5	53	3	13	0	1017	988
06/09/2014	7	16.2	26.4	0	6.5	53	2	5	0	1019	989
07/09/2014	12.6	18.3	24.2	4.1	12	67	5	18	0	1011	982
09/09/2014	11	18.4	26	0	9.4	56	8	11	0	1022	992
11/09/2014	8.6	19.2	28.6	0	8.4	50	1	4	0	1016	987
14/09/2014	10.4	19	28.4	0	11.6	62	0	0	0	1017	988
15/09/2014	12.8	19.6	27	0	13.9	70	0	2	0	1017	988
16/09/2014	14.6	20.7	26.8	0	16.1	75	6	15	0	1015	986
17/09/2014	16.2	22.6	30	0	14.8	61	7	15	0	1009	981
18/09/2014	13.2	19.3	29.4	0.8	13.1	67	2	8	0	1009	980
19/09/2014	13.2	20.3	27.4	0	15.4	73	3	13	0	1010	981
20/09/2014	16	22.6	31.4	0	16.4	68	6	17	0	1008	980
21/09/2014	14	18.2	22.6	7.6	13.4	74	10	18	0	1010	981
22/09/2014	8.2	16.6	25.6	0	8.3	58	1	4	0	1018	989
23/09/2014	8.4	15.9	26.2	0	9.1	64	3	9	0	1020	991
24/09/2014	8.2	18.4	25.2	0	10.9	62	2	8	0	1020	991
25/09/2014	8.8	17.8	26.6	0	8.4	54	1	4	0	1022	992
26/09/2014	7.8	16.9	27.8	0	7.9	55	1	5	0	1023	993
28/09/2014	9.4	17.2	27	0	11.2	68	1	4	0	1018	988
29/09/2014	10.8	17	24.2	0	12.2	73	2	4	0	1012	983
30/09/2014	16.4	17.3	20.2	9.9	15.5	89	2	8	0	1007	978
01/10/2014	12.8	15.2	18.8	25.9	14.3	94	0	0	0	1007	978
02/10/2014	12.8	15.6	21.2	0	13.9	90	0	0	0	1009	980
03/10/2014	11.4	15.4	22.8	0	12.2	81	3	13	0	1011	982
04/10/2014	13.8	18	21.2	0	13.5	75	10	18	0	1015	986
05/10/2014	15.6	18.4	21.4	0.8	13.8	75	1	5	0	1014	985
07/10/2014	12.8	13.8	16.2	5.1	12.2	90	2	8	0	1012	983
08/10/2014	5.4	11.7	17.4	0	8.6	81	4	11	0	1013	984
11/10/2014	9.8	14.9	19.8	4.1	11.6	81	7	15	0	1004	975
12/10/2014	17.2	19.7	24.2	0	14.1	70	13	18	0	1006	978
13/10/2014	10.6	17.9	28.6	0	11.4	66	0	0	0	1010	982
14/10/2014	15.6	19.3	25.2	2	15.4	78	0	0	0	1013	984
15/10/2014	11	15.3	19	17	14.1	93	0	0	0	1012	983
16/10/2014	6.8	13.4	20.8	0.5	10.6	83	2	8	0	1019	989
17/10/2014	12	14.6	19	2.5	12.8	89	0	0	0	1022	992
18/10/2014	7.8	13.8	19.8	10	11.3	85	0	0	0	1024	994
19/10/2014	7.2	12.4	19.2	0	9.7	84	0	0	0	1023	993
20/10/2014	6.8	13.3	20.4	0	9.1	76	0	0	0	1024	994
21/10/2014	8	14.5	21.4	0	9.9	74	1	5	0	1026	996
22/10/2014	8.8	13.7	20	0	9.8	77	0	0	0	1030	1000
23/10/2014	5.2	11	19.4	0	7.9	81	0	0	0	1030	1000
24/10/2014	3.8	9.9	18.2	0	7.8	87	0	0	0	1028	997
25/10/2014	3.8	9.7	16	0	8.3	91	2	9	0	1025	995
26/10/2014	8.8	12.4	16.4	0.3	10.5	88	0	0	0	1020	990
27/10/2014	11.8	13.6	17.4	3.1	12.1	91	0	0	0	1018	989
28/10/2014	6.4	12.3	19.6	0	9.2	81	0	0	0	1022	992
29/10/2014	7.4	12	17.4	0	10.4	90	2	8	0	1022	992
30/10/2014	10.4	14.3	18.6	0	12.7	90	2	4	0	1019	990
31/10/2014	14.6	17.2	21	0	12.6	74	8	11	0	1010	981
06/11/2014	4.4	10.5	15.2	16	8.9	90	15	31	0	1006	976
07/11/2014	9.6	12.4	15	8.1	9.2	81	10	18	0	996	967
08/11/2014	5	8.7	13.2	13	6.4	85	10	15	0	1006	977
11/11/2014	-0.8	3.4	8.2	0	2.4	93	0	0	0	1029	998
12/11/2014	2.2	5.7	9	0	4.8	94	0	0	0	1027	996
17/11/2014	11.8	13.9	16.8	9.9	9.4	74	11	18	0	1008	979
18/11/2014	8.6	11.3	14.8	0	6.4	72	7	17	0	1010	981
20/11/2014	7.2	10.9	13.8	7.1	8.7	86	8	15	0	1010	980
22/11/2014	5.2	7.1	9.4	0	6.7	97	0	0	0	1018	988
23/11/2014	5.8	7.7	10	0	6.9	95	0	0	0	1019	989
24/11/2014	8.6	11.8	13.2	13.2	9.5	86	12	26	0	1010	981
25/11/2014	6.8	8.8	12.2	5.1	6.8	87	2	9	0	1010	980
26/11/2014	4.2	7.5	11.4	9.9	7	97	4	17	0	1009	979
27/11/2014	0.8	5.4	12.8	0	3.3	86	0	0	0	1017	986
28/11/2014	-1.2	3.8	11.4	0	0	0	0	0	0	0	0
29/11/2014	-1.4	4.1	12.8	0	0.8	79	0	0	0	1024	993
30/11/2014	0.8	4.3	9.2	0	2.6	89	0	0	0	0	992
01/12/2014	-1.6	4.2	12.8	0	2	86	0	0	0	1026	995
02/12/2014	0.8	5.9	11.2	0	4.4	90	0	0	0	1026	995
03/12/2014	6	8.9	13.8	0.8	8.3	96	0	0	0	1020	990
04/12/2014	1.8	7.7	15.2	0	5.8	88	0	0	0	1021	991
05/12/2014	0.4	5.8	12.4	0	4.6	92	0	0	0	1024	993
08/12/2014	5.8	8.7	12.2	0	7.8	94	0	0	0	1021	991
11/12/2014	7	10.9	15.6	0	8.9	87	0	0	0	1030	1000
12/12/2014	2.8	5.8	8.4	0	5.7	99	0	0	0	1033	1002
13/12/2014	4.6	6.8	8.2	0	6.4	97	1	4	0	1028	997
14/12/2014	6.8	8.5	13.4	0	7.6	94	3	13	0	1020	990
16/12/2014	0.2	5.6	10.6	0	2.1	78	0	0	0	1012	982
17/12/2014	-1	3.3	8.6	0	1.8	90	0	0	0	1017	986
18/12/2014	4	6.3	10.6	5.1	4.8	90	0	0	0	1020	990
19/12/2014	-1.2	2.9	5.6	10	2.7	99	0	0	0	1024	993
20/12/2014	4.8	6.7	9.8	10	5.2	90	3	11	0	1022	992
22/12/2014	1.8	4.1	7.6	0	-2.6	62	11	15	0	1022	991
27/12/2014	6.4	9.2	11.8	28.5	7.9	92	2	9	0	993	964
30/12/2014	2.4	5.3	8.6	1	3.4	88	0	0	0	999	969
31/12/2014	4.8	6.8	8.2	0.5	-1.6	55	21	28	0	1006	976
